"file name,","file size,","number of words,","% positive,","% negative,","% uncertainty,","% litigious,","% modal-weak,","% modal moderate,","% modal strong,","% constraining,","# of alphabetic,","# of digits,","# of numbers,","avg # of syllables per word,","average word length,",vocabulary
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000798354_2021-06-30_10Q_extracted.txt,159727,20058,0.9821517598963008,1.4158939076677635,1.3161830690996112,0.6381493668361751,0.28417588991923426,0.15455179978063616,0.12463854821019044,0.5583806959816532,122782,8033,2451,1.9279090637152259,5.732924518895204,1808
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000798354_2021-09-30_10Q_extracted.txt,165589,20721,1.023116644949568,1.3319820471984942,1.2306355870855652,0.6225568264079919,0.2943873365185078,0.15443270112446308,0.13995463539404468,0.5405144539356209,127660,8250,2494,1.9247140582018243,5.729453211717582,1848
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000798354_2022-03-31_10Q_extracted.txt,128192,16180,1.0135970333745363,1.0939431396786155,1.3782447466007417,0.8281829419035847,0.2533992583436341,0.1977750309023486,0.11124845488257107,0.5871446229913474,99972,5634,1666,1.9512978986402967,5.80902348578492,1658
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000798354_2022-06-30_10Q_extracted.txt,151639,18824,0.9137271568210795,1.0305992350191246,1.2324691882702932,0.7384190395240119,0.22843178920526988,0.17530811729706755,0.09562260943476412,0.5896727581810455,116171,8034,2411,1.9301954951126221,5.747503187420315,1710
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000798354_2022-09-30_10Q_extracted.txt,158868,19634,0.8505653458286645,1.319140266883977,1.319140266883977,0.7385148212284812,0.2393806661913008,0.15788937557298563,0.10186411327289396,0.5500662116736275,122023,8250,2457,1.9270652948966078,5.748242844046042,1710
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000798354_2023-03-31_10Q_extracted.txt,132758,16838,0.9739874094310489,1.4075305855802351,1.3897137427247892,0.8255137189689987,0.2375579047392802,0.15441263808053213,0.11284000475115809,0.5998337094666825,103386,5878,1698,1.9365126499584273,5.779724432830503,1659
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000798354_2023-06-30_10Q_extracted.txt,150632,18676,0.8834868280145642,1.4189333904476333,1.2636538873420433,0.8192332405225958,0.21953309059755838,0.139216106232598,0.10173484686228315,0.5247376311844079,114967,8258,2413,1.927072178196616,5.740790319126151,1681
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000798354_2023-09-30_10Q_extracted.txt,161302,19980,0.8958958958958959,1.4464464464464466,1.2112112112112112,0.7507507507507507,0.22022022022022023,0.13513513513513514,0.09009009009009009,0.5055055055055055,123338,8747,2558,1.9209209209209208,5.731131131131131,1688
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000798354_2024-03-31_10Q_extracted.txt,133709,17153,0.9502710896053168,1.4166618084300122,1.3117238966944558,0.8803124817816126,0.26234477933889117,0.151576983618026,0.1340873316620999,0.6646067743251909,104333,5784,1646,1.938961114673818,5.779630385355332,1675
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000798354_2024-06-30_10Q_extracted.txt,144176,17995,0.9391497638232842,1.35037510419561,1.217004723534315,0.8502361767157544,0.2333981661572659,0.14448457904973605,0.14448457904973605,0.6612948041122534,110492,7698,2211,1.9400944706863017,5.774548485690469,1674
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000804328_2019-03-31_10Q_extracted.txt,302317,41007,0.6608627795254469,3.4920867169019925,1.6509376447923523,1.9582022581510472,1.0217767698197868,0.21703611578510984,0.1975272514448753,0.8315653425024996,238199,9078,2686,1.8622430316775185,5.559075279830273,2825
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000804328_2019-06-30_10Q_extracted.txt,279333,38019,0.6786080643888582,2.901180988453142,1.82803335174518,1.6570662037402353,1.1494252873563218,0.23409347957600146,0.2288329519450801,0.9048107525184775,220590,8321,2375,1.8728793497987848,5.565980167810832,2679
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000804328_2019-12-29_10Q_extracted.txt,213804,29478,0.6954338828957188,3.4296763688174234,2.269489110523102,1.7843815726982835,1.5570934256055362,0.2578193907320714,0.21371870547526967,0.885406065540403,171427,4375,1255,1.8821154759481646,5.591424112897754,2575
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000804328_2020-03-29_10Q_extracted.txt,248436,34351,0.6782917527874007,3.3798142703269187,2.2270094029285903,1.5283397863235424,1.4846729352857266,0.21833425518907748,0.24744548921428777,0.9199149951966464,198258,5732,1603,1.873104130884108,5.566562836598643,2666
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000804328_2020-06-28_10Q_extracted.txt,261157,36018,0.6857682269976123,3.2372702537620075,2.165583874729302,1.5075795435615527,1.4270642456549503,0.21378199788994393,0.2304403353878616,0.9273141207174191,207979,6351,1718,1.8701760230995614,5.555444499972236,2707
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000804328_2020-12-27_10Q_extracted.txt,211511,29278,0.7104310403716101,3.5111687956827655,2.3703804904706605,1.6053009085320036,1.5199125623334928,0.22884076781200902,0.18102329394084293,0.9085320035521551,169987,4410,1198,1.8813785094610287,5.569847667190382,2539
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000804328_2021-03-28_10Q_extracted.txt,222396,30528,0.7403039832285115,3.449292452830189,2.3126310272536688,1.516640461215933,1.4838836477987423,0.22274633123689724,0.16378406708595386,0.8811582809224318,177146,5706,1532,1.8809289832285114,5.571933962264151,2573
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000804328_2021-06-27_10Q_extracted.txt,213745,29235,0.7148965281340859,3.4239781084316743,2.3943902856165553,1.409269710962887,1.5529331280998804,0.2257567983581324,0.1539250897896357,0.9303916538395759,170123,5618,1477,1.8877030956045835,5.58652300324953,2510
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000804328_2021-12-26_10Q_extracted.txt,202161,27950,0.776386404293381,3.420393559928444,2.558139534883721,1.4096601073345258,1.706618962432916,0.23971377459749552,0.18962432915921287,0.9087656529516994,162571,4065,1066,1.889731663685152,5.587084078711985,2448
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000804328_2022-03-27_10Q_extracted.txt,215038,29531,0.744979851681284,3.3862720530967456,2.516000135450882,1.3477362771325048,1.6491144898581154,0.23365277166367543,0.17608614676103077,0.8804307338051539,171433,5379,1424,1.8874064542345332,5.584944634451932,2483
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000804328_2022-06-26_10Q_extracted.txt,218352,29860,0.7367716008037508,3.3121232417950437,2.4815807099799065,1.3261888814467515,1.6175485599464166,0.24112525117213662,0.18754186202277295,0.857334226389819,173489,5848,1515,1.8861018084393837,5.582618888144675,2513
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000804328_2022-12-25_10Q_extracted.txt,212164,29201,0.7123043731379062,3.6060408890106506,2.523886168281908,1.4006369644875176,1.6814492654361153,0.2260196568610664,0.16780247251806443,0.8766823054005,170371,4562,1174,1.8934283072497518,5.607718913735831,2537
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000804328_2023-03-26_10Q_extracted.txt,209159,28708,0.6757698202591612,3.723700710603316,2.508011704054619,1.4595234777762296,1.689424550647903,0.22990107287167338,0.14281733314755468,0.8673540476522223,167619,4738,1237,1.8974501881008778,5.616239375783754,2521
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000804328_2023-06-25_10Q_extracted.txt,211900,29093,0.6908878424363248,3.7259821950297325,2.533255422266525,1.426459973189427,1.7014402089849792,0.23373320042621937,0.1409273708452205,0.8661877427559894,170019,4653,1207,1.9006290172893823,5.6267143299075375,2505
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000804328_2023-12-24_10Q_extracted.txt,187772,26086,0.720693092080043,3.7146362033274554,2.6834317258299474,1.4107183930077436,1.8707352602928773,0.27601012037108025,0.12267116460936901,0.9353676301464386,152430,2949,754,1.91041171509622,5.639193437092693,2376
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000804328_2024-03-24_10Q_extracted.txt,196533,27058,0.7428486953950773,3.7253307709365067,2.6018183162096236,1.400694803754897,1.818316209623771,0.26609505506689335,0.1145687042649124,0.9313326927341267,157914,4258,1085,1.9042796954689925,5.629499593465888,2400
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000804328_2024-06-23_10Q_extracted.txt,198823,27345,0.720424209179009,3.7922837813128543,2.611080636313768,1.5249588590235876,1.821173889193637,0.26330224904004385,0.12799414883891022,0.9215578716401536,159641,4372,1121,1.9019564819893948,5.627244468824283,2417
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000811156_2019-03-31_10Q_extracted.txt,170917,21594,0.5881263313883487,1.1947763267574325,0.9308141150319533,1.9912938779290543,0.393627859590627,0.25933129573029545,0.2639622117254793,0.8891358710752986,132078,6731,2079,1.945216263776975,5.715800685375568,2137
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000811156_2019-06-30_10Q_extracted.txt,179431,22239,0.5845586582130491,1.2635460227528217,0.9218040379513468,1.9830028328611897,0.3867080354332479,0.23382346328521966,0.25630648860110616,0.8768379873195737,137066,8145,2536,1.9495031251405188,5.713476325374343,2176
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000811156_2019-09-30_10Q_extracted.txt,187534,23145,0.5919205011881615,1.2788939295744222,0.8943616331821127,1.901058543961979,0.36292935839274143,0.21602937999567942,0.315402894793692,0.8338734067833226,143511,8506,2610,1.9476776841650465,5.70900842514582,2187
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000811156_2020-03-31_10Q_extracted.txt,178436,22728,0.6203801478352693,1.3771559310102077,1.1087645195353748,1.7511439633931714,0.4311862020415347,0.24199225624780005,0.29039070749736007,0.7787750791974657,138811,6468,1966,1.9442977824709609,5.712557198169659,2215
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000811156_2020-06-30_10Q_extracted.txt,194204,24111,0.6138277134917672,1.3728173862552362,1.107378375015553,1.7170586039567004,0.418895939612625,0.21566919663224254,0.2944714030940235,0.767284641864709,148375,8317,2663,1.950354609929078,5.717597776948281,2267
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000811156_2020-09-30_10Q_extracted.txt,206864,25580,0.656763096168882,1.4386239249413604,1.1102423768569194,1.673182173573104,0.39874902267396406,0.21892103205629398,0.2580140734949179,0.8053166536356529,158321,8827,2796,1.9500390930414386,5.717122752150117,2317
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000811156_2021-03-31_10Q_extracted.txt,163195,20536,0.6865991429684457,1.154070899883132,1.0372029606544604,1.4657187378262564,0.38955979742890534,0.2288663809894819,0.2239968835216206,0.9203350214257888,129070,6115,1721,1.9571971172574991,5.733248928710557,2135
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000811156_2021-06-30_10Q_extracted.txt,174236,21449,0.6247377500116555,1.235488833978274,1.1002843955429158,1.547857708984102,0.4149377593360996,0.2191244347055807,0.24709776679565482,0.8764977388223228,135635,8012,2391,1.9680637791971654,5.732947922980093,2107
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000811156_2021-09-30_10Q_extracted.txt,178774,21813,0.6326502544354284,1.2377939760693164,1.123183422729565,1.5266125704854905,0.45385779122541603,0.2154678402787329,0.23838995094668317,0.8343648283133911,139023,8420,2473,1.9669921606381515,5.73249896850502,2130
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000811156_2022-03-31_10Q_extracted.txt,174578,21913,0.6480171587642038,1.1591292839866745,1.0998037694519236,1.6154793957924518,0.4107151006251996,0.3513895860904486,0.32857208050015974,0.8305572034865147,138099,6586,1812,1.9656824715922054,5.747912198238488,2170
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000811156_2022-06-30_10Q_extracted.txt,189096,23333,0.6257232246174945,1.204302918613123,0.9942999185702652,1.538593408477264,0.36429091844169204,0.25286075515364503,0.36857669395277076,0.8271546736381948,147473,8425,2476,1.9617280246860669,5.730510435863369,2259
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000811156_2022-09-30_10Q_extracted.txt,186224,22613,0.6235351346570557,1.233803564321408,1.0348029894308584,1.5522044841462876,0.39800114978109935,0.2255339848759563,0.30955644982974395,0.8181134745500376,144923,8671,2528,1.9694865785167823,5.748595940388272,2211
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000811156_2023-03-31_10Q_extracted.txt,152928,19076,0.6919689662403019,1.1113440972950304,0.9960159362549801,1.5726567414552317,0.3826798070874397,0.24114070035646884,0.26735164604738937,0.7758439924512477,120838,5876,1586,1.9755713986160621,5.760746487733277,2059
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000811156_2023-06-30_10Q_extracted.txt,169334,20712,0.6276554654306682,1.0477018153727309,0.9463113171108536,1.5256855928930089,0.39590575511780607,0.20278099652375434,0.2558903051371186,0.7628427964465044,131713,7769,2237,1.972528003089996,5.744399382000773,2121
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000811156_2023-09-30_10Q_extracted.txt,172207,20920,0.6166347992351816,1.0564053537284894,0.9225621414913957,1.4627151051625238,0.3776290630975144,0.21510516252390058,0.24378585086042068,0.7695984703632888,134002,8032,2277,1.9745219885277248,5.752246653919694,2115
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000811156_2024-03-31_10Q_extracted.txt,150786,18843,0.658069309557926,1.0879371649949585,0.960568911532134,1.5390330626757946,0.3927187815103752,0.22289444355994267,0.27596454916945284,0.8119726158255056,119274,5665,1521,1.9726158255054929,5.755612163668205,2080
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000811156_2024-06-30_10Q_extracted.txt,166096,20468,0.6839945280437756,1.1090482704709792,0.9331639632597225,1.52921633769787,0.3908540160250147,0.21008403361344538,0.25405511041625956,0.8207934336525308,129630,7390,2112,1.967607973421927,5.73812780926324,2111
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000812074_2019-03-31_10Q_extracted.txt,126031,13864,0.51933064050779,2.019619157530294,1.565204847085978,1.5435660703981535,0.447201384881708,0.2163877668782458,0.24523946912867858,0.742931332948644,79927,4577,1647,1.8927437968840162,5.603577611079054,1529
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000812074_2019-06-30_10Q_extracted.txt,143713,17743,0.5861466493828552,2.017697119990982,1.3695541903849406,1.3301020120610945,0.3325255030152736,0.1972608916192301,0.231077044468241,0.7157752353040636,102689,6982,2423,1.8668770782843938,5.533168009919405,1638
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000812074_2019-09-30_10Q_extracted.txt,155974,19189,0.5784564073166919,2.391995414039293,1.3132523841784356,1.2142373234665695,0.338735734014279,0.1928188024388973,0.2084527593934025,0.8077544426494345,112243,7380,2536,1.8646620459638334,5.544374381155871,1641
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000812074_2020-03-31_10Q_extracted.txt,121831,15491,0.580982505971209,2.1496352720934735,1.5557420437673488,1.6202956555419274,0.4712413659544251,0.32276805887289395,0.30985733651797814,0.7552772577625718,89850,4760,1657,1.8913562713833838,5.598024659479698,1724
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000812074_2020-06-30_10Q_extracted.txt,164526,20383,0.6328803414610215,2.457930628464897,1.5061570916940588,1.3491635186184565,0.37776578521316784,0.26983270372369134,0.22077221213756562,0.7555315704263357,118807,7437,2613,1.8853946916548103,5.579110042682628,1790
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000812074_2020-09-30_10Q_extracted.txt,173751,21720,0.6491712707182321,2.490791896869245,1.4180478821362799,1.2292817679558012,0.35451197053406996,0.2578268876611418,0.18876611418047884,0.8241252302025782,126513,7741,2704,1.8641804788213627,5.537292817679558,1802
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000812074_2021-03-31_10Q_extracted.txt,125701,16213,0.6352926663788317,2.4116449762536236,1.6776660704373034,1.7578486399802626,0.4255844075741689,0.26521926848825017,0.24054770862887803,0.6291247764139888,93499,4749,1644,1.8821316227718496,5.569049528156418,1712
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000812074_2021-06-30_10Q_extracted.txt,165398,20896,0.7991960183767228,2.6512251148545176,1.622320061255743,1.6318912710566618,0.42591883614088816,0.23449464012251148,0.22013782542113325,0.7034839203675344,120489,6924,2420,1.8718893568147015,5.539433384379786,1872
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000812074_2021-09-30_10Q_extracted.txt,170447,21319,0.8067920634176088,2.4297574933158215,1.6135841268352176,1.5995121722407242,0.4033960317088044,0.22046062198039307,0.21576997044889537,0.6801444720671701,124530,7228,2519,1.8771049298747595,5.568225526525635,1894
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000812074_2022-03-31_10Q_extracted.txt,132933,17170,0.5882352941176471,2.3063482818870122,1.6540477577169481,1.7006406523005242,0.5066977285963891,0.24461269656377402,0.25043680838672105,0.663948747815958,99026,5115,1755,1.8818870122306348,5.577868375072802,1807
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000812074_2022-06-30_10Q_extracted.txt,163473,20594,0.7720695348159657,1.9471690783723417,1.5101485869670777,0.980868214042925,0.4758667573079538,0.1456734971350879,0.18937554627561426,0.6749538700592406,118966,7173,2475,1.8618529668835584,5.5295717199184224,1813
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000812074_2022-09-30_10Q_extracted.txt,170469,21292,0.7279729475859478,1.7987976704865678,1.5076084914521886,0.8735675371031374,0.4367837685515687,0.1408979898553447,0.187863986473793,0.6669171519819651,124266,7518,2598,1.8666635356002255,5.543020852902498,1770
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000812074_2023-03-31_10Q_extracted.txt,107439,13594,0.6547006032072974,1.4785934971310872,1.4197440047079595,0.9415918787700456,0.3604531410916581,0.17654847726938355,0.18390466382227452,0.816536707370899,78367,4709,1609,1.8773723701633074,5.5837134029719,1534
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000812074_2023-06-30_10Q_extracted.txt,144686,17910,0.7426018983807928,1.541038525963149,1.3288665549972083,0.7872696817420435,0.30709101060859856,0.15633724176437744,0.20658849804578447,0.7258514796203238,103445,7130,2413,1.8650474595198214,5.544667783361251,1565
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000812074_2023-09-30_10Q_extracted.txt,153667,19043,0.8086961088063855,1.5438743895394633,1.3548285459223863,0.7771884682035393,0.2888200388594234,0.16804074988184634,0.21530221078611564,0.6984193666964239,111149,7394,2499,1.8552223914299217,5.542771622118364,1587
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000812074_2024-03-31_10Q_extracted.txt,98045,12304,0.4063719115734721,1.3572821846553966,1.5604681404421328,0.8046163849154747,0.42262678803641096,0.1950585175552666,0.22756827048114434,0.8533810143042914,71124,4523,1537,1.8838589076723018,5.599804941482445,1435
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000812074_2024-06-30_10Q_extracted.txt,127604,15663,0.42137521547596246,1.4620443082423547,1.4365064163953267,0.7278299176402988,0.3830683777054204,0.1851497158909532,0.24260997254676625,0.7150609717167848,90513,6580,2227,1.8681606333397178,5.545106301474814,1481
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813672_2019-03-30_10Q_extracted.txt,181931,24862,0.6837744348805406,2.4776767758024296,2.7109645241734373,0.8567291448797362,1.588770010457727,0.3418872174402703,0.209154533022283,1.0980612983669857,144587,5228,1130,1.8901536481377201,5.632089132008688,2286
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813672_2019-06-29_10Q_extracted.txt,188734,25367,0.662277762447274,2.455946702408641,2.688532345172862,0.843615721212599,1.5847360744274057,0.33508101076201363,0.20893286553396143,1.1313911775140932,148054,6707,1500,1.889305002562384,5.616627902392873,2315
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813672_2019-09-28_10Q_extracted.txt,192367,25613,0.648108382462031,2.4635927068285635,2.6627103424042478,0.8589388201304026,1.5734197477843284,0.3357669933237028,0.19911763557568424,1.1400460703548978,150999,6915,1525,1.8926326474836996,5.628860344356381,2326
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813672_2020-03-28_10Q_extracted.txt,194904,26649,0.6266651656722579,2.4616308304251566,2.795602086382228,0.8743292431235694,1.56478667116965,0.3227137978911028,0.23265413336335325,1.1670231528387558,154655,5304,1238,1.8907276070396637,5.627941010919734,2358
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813672_2020-06-27_10Q_extracted.txt,202123,27241,0.6277302595352594,2.4558569802870673,2.7385191439374474,0.8773539884732572,1.5307808083403693,0.326713409933556,0.23861091736720386,1.1783708380749607,158940,6779,1527,1.890165559267281,5.614441466906501,2369
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813672_2020-09-26_10Q_extracted.txt,203854,27419,0.616360917611875,2.4034428680841753,2.7097997738794266,0.8570699150224298,1.498960574783909,0.3172982238593676,0.22247346730369452,1.167073926839053,161231,6883,1546,1.890039753455633,5.62091980013859,2371
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813672_2021-04-03_10Q_extracted.txt,189082,25907,0.6368935036862624,2.4819546840622224,2.798471455591153,0.9456903539583896,1.5980237001582582,0.3319566140425368,0.21615779519048905,1.1232485428648626,151297,4927,1153,1.9010306094877831,5.640946462346084,2372
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813672_2021-07-03_10Q_extracted.txt,198640,26822,0.6188949369920215,2.468123182462158,2.7440161061814927,0.958168667511744,1.5733353217508017,0.32436059950786666,0.2013272686600552,1.0849302811125197,156790,6703,1540,1.8959436283647753,5.623107896502871,2387
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813672_2021-10-02_10Q_extracted.txt,201458,27046,0.6285587517562671,2.4439843230052505,2.73607927235081,0.9502329364785921,1.556607261702285,0.3253715891444206,0.1959624343710715,1.083339495674037,159248,6787,1559,1.8974340013310655,5.632071285957258,2389
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813672_2022-04-02_10Q_extracted.txt,91009,11536,0.5027739251040222,0.8841886269070734,1.768377253814147,0.9795423023578365,0.3814147018030513,0.39008321775312066,0.13869625520110956,0.9015256588072121,69994,4561,1054,1.9030859916782248,5.6849861303744795,1437
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813672_2022-07-02_10Q_extracted.txt,106663,13258,0.4600995625282848,0.7467189621360688,1.644290239855182,0.8447729672650475,0.324332478503545,0.33187509428269724,0.18102277869965305,0.7844320410318298,80304,6550,1521,1.8934982651983707,5.662845074671896,1524
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813672_2022-10-01_10Q_extracted.txt,119711,14744,0.4340748779164406,0.6646771568095496,1.6345632121540967,0.8206728160607704,0.3052088985349973,0.31199131850244166,0.21025501899077592,0.8003255561584374,90198,7434,1710,1.8853092783505154,5.648128052088985,1599
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813672_2023-03-31_10Q_extracted.txt,104228,13321,0.42789580361834695,1.1035207566999474,1.7416109901659034,0.8107499436979205,0.41288191577208916,0.3303055326176713,0.11260415884693342,0.8107499436979205,79895,5499,1243,1.890098340965393,5.666541550934615,1571
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813672_2023-06-30_10Q_extracted.txt,122789,15188,0.4082170134316566,1.066631551224651,1.6065314722149064,1.0402949697129313,0.30945483276270735,0.30287068738477746,0.18435607058203846,0.7308401369502239,92026,7875,1802,1.8852383460626811,5.641624967079273,1621
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813672_2023-09-30_10Q_extracted.txt,130266,15908,0.44003017349761125,1.2446567764646719,1.6281116419411619,1.018355544380186,0.3080211214483279,0.3017349761126477,0.1634397787276842,0.7040482775961779,98063,8296,1880,1.8928212220266531,5.667965803369374,1665
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813672_2024-03-31_10Q_extracted.txt,114806,14645,0.5667463298053944,0.9627859337657905,1.5841584158415842,0.8945032434277911,0.34824172072379656,0.300443837487197,0.15705018777739843,0.7989074769545921,88068,6077,1378,1.9040628200751109,5.696893137589621,1599
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813672_2024-06-30_10Q_extracted.txt,148930,18864,0.5142069550466497,1.1291348600508906,1.876590330788804,0.7527565733672603,0.5990245971162002,0.2862595419847328,0.15373197625106022,0.885284139100933,112975,8580,1923,1.8959923664122138,5.643288804071247,1807
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813828_2019-03-31_10Q_extracted.txt,150554,18166,0.5449741274909171,1.7119894308048,0.8532423208191127,1.7174942199713752,0.20367719916327207,0.18716283166354727,0.12110536166464825,0.5394693383243422,113804,7608,2305,1.957172740284047,5.801552350544974,1526
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813828_2019-06-30_10Q_extracted.txt,171669,20124,0.5317034386801829,1.7243092824488173,0.8050089445438283,1.4957264957264957,0.18386006758099782,0.16895249453388989,0.0795070562512423,0.4919499105545617,127262,10175,3204,1.9613893858079905,5.803766646789903,1531
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813828_2019-09-30_10Q_extracted.txt,221521,26747,0.5981979287396718,1.9030171608030808,1.2076120686432124,1.4655849254121958,0.45612592066399965,0.15702695629416383,0.31405391258832765,0.5271619247018358,167104,10976,3452,1.9141959845964034,5.688862302314278,1829
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_10Q_txt\0000813828_2020-03-31_10Q_extracted.txt,172829,21550,0.6078886310904873,2.5243619489559164,1.1693735498839908,1.6751740139211138,0.41763341067285387,0.16241299303944315,0.20417633410672853,0.4965197215777263,132408,7279,2264,1.9180974477958237,5.710116009280743,1748
